HSCode,value,country
85,0.81,EGYPT A RP
87,0.16,EGYPT A RP
90,1.99,EGYPT A RP
91,0,EGYPT A RP
94,0.06,EGYPT A RP
95,,EGYPT A RP
96,2.97,EGYPT A RP
98,0,EGYPT A RP
99,0.7,EGYPT A RP
8,0.16,EL SALVADOR
13,,EL SALVADOR
29,,EL SALVADOR
33,0.03,EL SALVADOR
39,0.1,EL SALVADOR
40,0.02,EL SALVADOR
44,2.63,EL SALVADOR
47,0.38,EL SALVADOR
52,,EL SALVADOR
61,,EL SALVADOR
63,0.03,EL SALVADOR
72,0.14,EL SALVADOR
73,0.03,EL SALVADOR
76,0.52,EL SALVADOR
79,0.1,EL SALVADOR
84,0.08,EL SALVADOR
85,0,EL SALVADOR
27,629.75,EQUTL GUINEA
44,0.04,EQUTL GUINEA
72,3.33,EQUTL GUINEA
74,0.01,EQUTL GUINEA
76,0.34,EQUTL GUINEA
78,0.19,EQUTL GUINEA
79,0.04,EQUTL GUINEA
84,0.09,EQUTL GUINEA
85,0.32,EQUTL GUINEA
39,0,ERITREA
71,,ERITREA
84,,ERITREA
7,,ESTONIA
9,0.11,ESTONIA
12,0,ESTONIA
13,0,ESTONIA
20,0.01,ESTONIA
21,0.03,ESTONIA
22,0.04,ESTONIA
25,0,ESTONIA
26,,ESTONIA
27,0.02,ESTONIA
28,4.49,ESTONIA
29,0.11,ESTONIA
31,42.57,ESTONIA
32,0.04,ESTONIA
33,0,ESTONIA
34,0,ESTONIA
35,0.07,ESTONIA
38,0.19,ESTONIA
39,0.21,ESTONIA
40,0.08,ESTONIA
41,0.13,ESTONIA
42,,ESTONIA
44,8.7,ESTONIA
47,27.06,ESTONIA
48,1.48,ESTONIA
49,,ESTONIA
51,0.01,ESTONIA
56,0,ESTONIA
57,0,ESTONIA
63,0.08,ESTONIA
68,0.02,ESTONIA
70,,ESTONIA
71,0.14,ESTONIA
72,4.44,ESTONIA
73,0.96,ESTONIA
74,0.89,ESTONIA
75,,ESTONIA
76,0.68,ESTONIA
79,0.01,ESTONIA
81,,ESTONIA
82,0.09,ESTONIA
83,0.02,ESTONIA
84,0.62,ESTONIA
85,9.86,ESTONIA
86,0.27,ESTONIA
87,0.47,ESTONIA
90,4.03,ESTONIA
94,0.16,ESTONIA
95,0.08,ESTONIA
96,0.02,ESTONIA
98,,ESTONIA
99,,ESTONIA
1,0,ETHIOPIA
6,0,ETHIOPIA
7,17.5,ETHIOPIA
9,3.87,ETHIOPIA
12,27.35,ETHIOPIA
13,,ETHIOPIA
19,,ETHIOPIA
25,0.11,ETHIOPIA
26,0.41,ETHIOPIA
30,0.23,ETHIOPIA
38,,ETHIOPIA
39,0.63,ETHIOPIA
40,0,ETHIOPIA
41,1.68,ETHIOPIA
48,0,ETHIOPIA
52,,ETHIOPIA
61,0.01,ETHIOPIA
62,0,ETHIOPIA
63,,ETHIOPIA
64,,ETHIOPIA
71,3.04,ETHIOPIA
73,,ETHIOPIA
74,,ETHIOPIA
76,0.01,ETHIOPIA
79,0.06,ETHIOPIA
82,0,ETHIOPIA
84,0.05,ETHIOPIA
85,0.04,ETHIOPIA
90,0,ETHIOPIA
94,0.01,ETHIOPIA
98,0,ETHIOPIA
99,,ETHIOPIA
13,,FAROE IS.
84,0,FAROE IS.
85,0.03,FAROE IS.
3,0,FIJI IS
22,0.03,FIJI IS
23,0.11,FIJI IS
32,,FIJI IS
39,0.01,FIJI IS
44,0.01,FIJI IS
47,,FIJI IS
48,,FIJI IS
49,0,FIJI IS
55,0,FIJI IS
63,,FIJI IS
71,,FIJI IS
72,0.22,FIJI IS
74,0.16,FIJI IS
76,0,FIJI IS
84,0.08,FIJI IS
87,0,FIJI IS
90,0.09,FIJI IS
98,,FIJI IS
1,0.04,FINLAND
9,2.21,FINLAND
11,0,FINLAND
15,,FINLAND
17,0,FINLAND
18,,FINLAND
19,,FINLAND
20,0.05,FINLAND
21,,FINLAND
22,0.02,FINLAND
23,7.81,FINLAND
25,0.21,FINLAND
26,0.27,FINLAND
27,27.81,FINLAND
28,4.26,FINLAND
29,16.56,FINLAND
30,3.45,FINLAND
31,30.69,FINLAND
32,1.41,FINLAND
33,0.11,FINLAND
34,0.17,FINLAND
35,10.76,FINLAND
37,,FINLAND
38,9.85,FINLAND
39,25.76,FINLAND
40,2.26,FINLAND
41,1.47,FINLAND
42,0.02,FINLAND
43,0.01,FINLAND
44,3.48,FINLAND
45,0,FINLAND
47,8.63,FINLAND
48,113.02,FINLAND
49,1.48,FINLAND
54,,FINLAND
55,,FINLAND
56,1.84,FINLAND
57,0.07,FINLAND
58,0.18,FINLAND
59,1.37,FINLAND
60,0.1,FINLAND
61,0.06,FINLAND
62,0,FINLAND
63,0.82,FINLAND
64,0.12,FINLAND
65,0.02,FINLAND
66,0,FINLAND
68,2.85,FINLAND
69,0.06,FINLAND
70,0.09,FINLAND
71,0.13,FINLAND
72,28.07,FINLAND
73,4.9,FINLAND
74,14.74,FINLAND
75,2.27,FINLAND
76,18.94,FINLAND
78,0.43,FINLAND
79,0.52,FINLAND
81,2.99,FINLAND
82,1.2,FINLAND
83,2.08,FINLAND
84,105.08,FINLAND
85,511.96,FINLAND
86,0.89,FINLAND
87,6.72,FINLAND
88,86.4,FINLAND
89,2.51,FINLAND
90,22.93,FINLAND
91,0.01,FINLAND
93,0.31,FINLAND
94,2.2,FINLAND
95,0.08,FINLAND
96,0.1,FINLAND
97,0.01,FINLAND
98,29.16,FINLAND
99,0,FINLAND
28,,FR GUIANA
29,,FR GUIANA
39,,FR GUIANA
58,,FR GUIANA
61,,FR GUIANA
62,,FR GUIANA
63,0.11,FR GUIANA
65,,FR GUIANA
70,0.02,FR GUIANA
72,0.08,FR GUIANA
73,0,FR GUIANA
83,,FR GUIANA
84,1.6,FR GUIANA
85,,FR GUIANA
86,,FR GUIANA
90,,FR GUIANA
91,,FR GUIANA
96,,FR GUIANA
99,,FR GUIANA
5,0.01,FR POLYNESIA
22,,FR POLYNESIA
58,,FR POLYNESIA
83,,FR POLYNESIA
84,,FR POLYNESIA
85,0,FR POLYNESIA
96,,FR POLYNESIA
99,,FR POLYNESIA
1,2.45,FRANCE
2,0.01,FRANCE
3,0.13,FRANCE
4,10.14,FRANCE
5,0.09,FRANCE
6,0.03,FRANCE
7,0.02,FRANCE
8,1.68,FRANCE
9,0.24,FRANCE
10,2.17,FRANCE
11,3.94,FRANCE
12,7.07,FRANCE
13,6.47,FRANCE
14,,FRANCE
15,2.29,FRANCE
16,,FRANCE
17,2.34,FRANCE
18,0.32,FRANCE
19,0.44,FRANCE
20,2.04,FRANCE
21,1.63,FRANCE
22,22.43,FRANCE
23,15.96,FRANCE
24,0.97,FRANCE
25,5.15,FRANCE
26,13.15,FRANCE
27,94.16,FRANCE
28,45.79,FRANCE
29,212.47,FRANCE
30,132.14,FRANCE
31,0.39,FRANCE
32,14.7,FRANCE
33,70.35,FRANCE
34,20.15,FRANCE
35,17.81,FRANCE
36,0.06,FRANCE
37,0.13,FRANCE
38,133.01,FRANCE
39,160.37,FRANCE
40,64.71,FRANCE
41,6.27,FRANCE
42,14.07,FRANCE
43,0,FRANCE
44,7.98,FRANCE
45,0.15,FRANCE
46,0,FRANCE
47,10.97,FRANCE
48,37.13,FRANCE
49,3.1,FRANCE
50,0.09,FRANCE
51,0.9,FRANCE
52,0.45,FRANCE
53,31.77,FRANCE
54,0.57,FRANCE
55,5.22,FRANCE
56,2.94,FRANCE
57,0.88,FRANCE
58,1.03,FRANCE
59,3.77,FRANCE
60,0.35,FRANCE
61,1.86,FRANCE
62,5.59,FRANCE
63,3.91,FRANCE
64,2.37,FRANCE
65,0.3,FRANCE
66,0.01,FRANCE
67,0.03,FRANCE
68,11.14,FRANCE
69,9.96,FRANCE
70,17.76,FRANCE
71,14.13,FRANCE
72,123.17,FRANCE
73,83.38,FRANCE
74,28.67,FRANCE
75,9.43,FRANCE
76,29.28,FRANCE
78,0.57,FRANCE
79,2.62,FRANCE
80,0.02,FRANCE
81,11.88,FRANCE
82,13.17,FRANCE
83,18.69,FRANCE
84,613.49,FRANCE
85,671.12,FRANCE
86,13.88,FRANCE
87,43.73,FRANCE
88,"3,382.94",FRANCE
89,24.25,FRANCE
90,261.65,FRANCE
91,0.48,FRANCE
92,0.01,FRANCE
93,0.11,FRANCE
94,18.76,FRANCE
95,2.15,FRANCE
96,12.5,FRANCE
97,3.1,FRANCE
98,34.22,FRANCE
99,0.11,FRANCE
26,50.02,GABON
27,344.69,GABON
28,,GABON
32,0.04,GABON
38,,GABON
39,,GABON
40,,GABON
44,60.02,GABON
72,0.39,GABON
74,,GABON
76,0.47,GABON
78,0.2,GABON
81,,GABON
82,0.07,GABON
84,0.06,GABON
85,0.02,GABON
90,0.03,GABON
94,,GABON
99,,GABON
3,0.02,GAMBIA
8,35.57,GAMBIA
33,,GAMBIA
71,,GAMBIA
72,4.47,GAMBIA
74,0,GAMBIA
76,2.13,GAMBIA
78,0.3,GAMBIA
84,,GAMBIA
85,2.51,GAMBIA
87,0.05,GAMBIA
88,0,GAMBIA
90,0,GAMBIA
99,,GAMBIA
9,,GEORGIA
10,0.04,GEORGIA
12,0.15,GEORGIA
19,0,GEORGIA
20,0,GEORGIA
21,,GEORGIA
22,0.01,GEORGIA
25,0.01,GEORGIA
26,,GEORGIA
27,0.01,GEORGIA
28,0.01,GEORGIA
29,0.18,GEORGIA
30,0.01,GEORGIA
31,,GEORGIA
32,0.03,GEORGIA
34,0.01,GEORGIA
35,0,GEORGIA
38,0.06,GEORGIA
39,0.07,GEORGIA
40,,GEORGIA
41,0,GEORGIA
47,0.21,GEORGIA
48,,GEORGIA
49,0,GEORGIA
51,0.31,GEORGIA
55,0.1,GEORGIA
57,0.08,GEORGIA
61,,GEORGIA
62,0,GEORGIA
64,,GEORGIA
71,,GEORGIA
72,0.56,GEORGIA
73,0.2,GEORGIA
74,1.71,GEORGIA
75,0.06,GEORGIA
76,3.13,GEORGIA
78,2.9,GEORGIA
79,0.5,GEORGIA
82,0.01,GEORGIA
83,,GEORGIA
84,0.08,GEORGIA
85,1.82,GEORGIA
86,0,GEORGIA
89,9.69,GEORGIA
90,0.1,GEORGIA
93,0.07,GEORGIA
94,0,GEORGIA
95,0.04,GEORGIA
96,0,GEORGIA
97,0.01,GEORGIA
98,0.01,GEORGIA
99,,GEORGIA
1,0.3,GERMANY
3,0.92,GERMANY
4,3.09,GERMANY
5,0,GERMANY
6,0.03,GERMANY
7,0.64,GERMANY
8,0.24,GERMANY
9,1.62,GERMANY
10,,GERMANY
11,2.01,GERMANY
12,7.25,GERMANY
13,9.24,GERMANY
14,0,GERMANY
15,22.27,GERMANY
16,0.01,GERMANY
17,20.28,GERMANY
18,0.77,GERMANY
19,0.59,GERMANY
20,1,GERMANY
21,2.88,GERMANY
22,13.96,GERMANY
23,11.14,GERMANY
24,5.45,GERMANY
25,6.36,GERMANY
26,1.4,GERMANY
27,50.58,GERMANY
28,114.95,GERMANY
29,418.38,GERMANY
30,221.56,GERMANY
31,35.07,GERMANY
32,136.39,GERMANY
33,49.02,GERMANY
34,120.26,GERMANY
35,28.25,GERMANY
36,1.21,GERMANY
37,1.37,GERMANY
38,353.66,GERMANY
39,630.06,GERMANY
40,171.56,GERMANY
41,12.17,GERMANY
42,2.84,GERMANY
43,0.41,GERMANY
44,102.69,GERMANY
45,0.06,GERMANY
46,0.41,GERMANY
47,76.23,GERMANY
48,149.35,GERMANY
49,17.18,GERMANY
50,0.02,GERMANY
51,0.82,GERMANY
52,5.72,GERMANY
53,1.18,GERMANY
54,18.71,GERMANY
55,48.94,GERMANY
56,17.5,GERMANY
57,2.74,GERMANY
58,2.21,GERMANY
59,27.94,GERMANY
60,4.7,GERMANY
61,3.37,GERMANY
62,2.44,GERMANY
63,8.28,GERMANY
64,4.13,GERMANY
65,0.46,GERMANY
66,0.18,GERMANY
67,0.02,GERMANY
68,45.65,GERMANY
69,52.66,GERMANY
70,73.9,GERMANY
71,90.13,GERMANY
72,326.94,GERMANY
73,349.17,GERMANY
74,156.62,GERMANY
75,17.08,GERMANY
76,119.54,GERMANY
78,4.01,GERMANY
79,9.38,GERMANY
80,2.06,GERMANY
81,20.82,GERMANY
82,114.54,GERMANY
83,111.34,GERMANY
84,"4,549.7",GERMANY
85,"1,741.66",GERMANY
86,125.59,GERMANY
87,"1,034.15",GERMANY
88,"1,463.15",GERMANY
89,46.71,GERMANY
90,"1,318.15",GERMANY
91,1.09,GERMANY
92,0.4,GERMANY
93,8.7,GERMANY
94,115.04,GERMANY
95,4.43,GERMANY
96,21.53,GERMANY
97,2.29,GERMANY
98,279.82,GERMANY
99,0.05,GERMANY
8,192.81,GHANA
12,24.4,GHANA
13,0.03,GHANA
15,3.73,GHANA
18,11.55,GHANA
19,0,GHANA
21,0,GHANA
22,,GHANA
23,1.84,GHANA
26,11.34,GHANA
27,375.43,GHANA
29,,GHANA
30,,GHANA
33,0.02,GHANA
34,0,GHANA
39,0.09,GHANA
40,1.04,GHANA
44,64.65,GHANA
47,0.56,GHANA
48,,GHANA
49,,GHANA
52,,GHANA
54,0.04,GHANA
62,0.03,GHANA
63,0.05,GHANA
65,0,GHANA
68,0,GHANA
71,"3,018.01",GHANA
72,9.85,GHANA
73,0,GHANA
74,1.72,GHANA
76,24.17,GHANA
78,6.8,GHANA
79,0.55,GHANA
81,0.02,GHANA
82,0.02,GHANA
83,0,GHANA
84,1.18,GHANA
85,13.43,GHANA
86,0,GHANA
87,0,GHANA
90,0.03,GHANA
94,,GHANA
99,,GHANA
15,0.03,GIBRALTAR
39,,GIBRALTAR
1,,GREECE
3,0.05,GREECE
4,0.19,GREECE
6,0.05,GREECE
7,0.01,GREECE
8,2.47,GREECE
9,0.01,GREECE
12,0.19,GREECE
13,0,GREECE
15,10.23,GREECE
17,0.03,GREECE
18,0.01,GREECE
19,0.16,GREECE
20,0.49,GREECE
21,0.01,GREECE
22,0.02,GREECE
23,8.85,GREECE
25,8.1,GREECE
27,7.4,GREECE
28,1.49,GREECE
29,2.24,GREECE
30,0.55,GREECE
31,0.43,GREECE
32,0.77,GREECE
33,0.1,GREECE
34,0.08,GREECE
35,0.01,GREECE
38,6.42,GREECE
39,1.65,GREECE
40,0.23,GREECE
41,0.22,GREECE
42,,GREECE
43,0.1,GREECE
44,0.05,GREECE
47,4.59,GREECE
48,0.05,GREECE
49,0.05,GREECE
51,1.34,GREECE
52,15.05,GREECE
53,0,GREECE
54,0.04,GREECE
55,6.11,GREECE
56,0.02,GREECE
57,0.09,GREECE
58,0.03,GREECE
59,0.03,GREECE
60,0.02,GREECE
61,0.15,GREECE
62,0.02,GREECE
63,0.22,GREECE
64,0.1,GREECE
65,,GREECE
68,2.24,GREECE
69,0.09,GREECE
70,0,GREECE
71,0,GREECE
72,14.08,GREECE
73,0.35,GREECE
74,3.18,GREECE
76,16.76,GREECE
78,0.05,GREECE
79,0.41,GREECE
82,0,GREECE
83,0.67,GREECE
84,12.2,GREECE
85,4.93,GREECE
86,0.1,GREECE
87,0,GREECE
89,3.31,GREECE
90,3.83,GREECE
91,,GREECE
92,,GREECE
94,0.09,GREECE
95,0.13,GREECE
96,0.65,GREECE
97,0.07,GREECE
98,0,GREECE
99,0.31,GREECE
71,,GREENLAND
9,0.05,GRENADA
38,0,GRENADA
72,0.05,GRENADA
74,0.07,GRENADA
76,0.09,GRENADA
78,0.02,GRENADA
84,0,GRENADA
85,0.18,GRENADA
25,0.01,GUADELOUPE
47,0.33,GUADELOUPE
58,,GUADELOUPE
83,0,GUADELOUPE
85,0,GUADELOUPE
90,0.03,GUADELOUPE
40,0,GUAM
9,5.38,GUATEMALA
12,0.23,GUATEMALA
13,0.17,GUATEMALA
17,,GUATEMALA
18,0,GUATEMALA
26,0,GUATEMALA
29,0.02,GUATEMALA
32,0.02,GUATEMALA
33,0.18,GUATEMALA
38,,GUATEMALA
39,0.16,GUATEMALA
40,0.06,GUATEMALA
44,4.32,GUATEMALA
47,2.81,GUATEMALA
48,0.01,GUATEMALA
52,0.04,GUATEMALA
54,0,GUATEMALA
56,,GUATEMALA
61,0.02,GUATEMALA
62,,GUATEMALA
63,0.03,GUATEMALA
72,0.21,GUATEMALA
76,1.66,GUATEMALA
79,0.92,GUATEMALA
84,0.04,GUATEMALA
87,0.01,GUATEMALA
90,0.01,GUATEMALA
91,0,GUATEMALA
99,,GUATEMALA
73,,GUERNSEY
85,,GUERNSEY
8,41.4,GUINEA
15,0.03,GUINEA
18,1.51,GUINEA
23,0.01,GUINEA
26,58.37,GUINEA
27,0,GUINEA
28,,GUINEA
29,0,GUINEA
38,0.02,GUINEA
39,0.01,GUINEA
40,0.23,GUINEA
44,0.03,GUINEA
52,0.12,GUINEA
71,284.29,GUINEA
72,14.59,GUINEA
74,1.01,GUINEA
76,6.73,GUINEA
78,0.06,GUINEA
84,0.14,GUINEA
85,4.75,GUINEA
90,0.97,GUINEA
98,,GUINEA
99,,GUINEA
8,122.82,GUINEA BISSAU
71,,GUINEA BISSAU
72,0.79,GUINEA BISSAU
76,0.04,GUINEA BISSAU
85,0.14,GUINEA BISSAU
26,0.64,GUYANA
44,4.86,GUYANA
61,0,GUYANA
71,,GUYANA
72,0.27,GUYANA
76,0.04,GUYANA
78,0.26,GUYANA
84,0.02,GUYANA
85,0.32,GUYANA
18,0.41,HAITI
29,,HAITI
33,1.25,HAITI
39,0.79,HAITI
47,0.1,HAITI
61,0.01,HAITI
62,,HAITI
72,0.94,HAITI
74,0.21,HAITI
76,0.74,HAITI
78,0.82,HAITI
79,0.13,HAITI
84,0.24,HAITI
85,7.1,HAITI
87,0.96,HAITI
90,0.05,HAITI
9,0.2,HONDURAS
13,,HONDURAS
26,0.17,HONDURAS
32,0.14,HONDURAS
35,0,HONDURAS
38,0.12,HONDURAS
39,0.3,HONDURAS
40,,HONDURAS
44,0.81,HONDURAS
47,2.24,HONDURAS
48,,HONDURAS
51,0,HONDURAS
54,0.11,HONDURAS
58,,HONDURAS
60,0.08,HONDURAS
61,0.06,HONDURAS
63,0.21,HONDURAS
72,10.81,HONDURAS
74,0.38,HONDURAS
76,0.87,HONDURAS
78,0.2,HONDURAS
79,0.05,HONDURAS
83,0.01,HONDURAS
84,0.49,HONDURAS
85,0.99,HONDURAS
87,0.01,HONDURAS
90,0,HONDURAS
94,,HONDURAS
95,,HONDURAS
99,,HONDURAS
1,0,HONG KONG
3,0.18,HONG KONG
5,1.35,HONG KONG
6,0.07,HONG KONG
7,0.09,HONG KONG
8,40.19,HONG KONG
9,0.34,HONG KONG
11,0.12,HONG KONG
12,0.22,HONG KONG
13,0.17,HONG KONG
14,0.17,HONG KONG
15,0.23,HONG KONG
17,0.1,HONG KONG
18,0,HONG KONG
19,,HONG KONG
20,0.1,HONG KONG
21,3.27,HONG KONG
22,0.95,HONG KONG
23,2.32,HONG KONG
24,0.92,HONG KONG
25,3.84,HONG KONG
26,15.21,HONG KONG
27,105.52,HONG KONG
28,32.01,HONG KONG
29,156.95,HONG KONG
30,8.28,HONG KONG
31,0.11,HONG KONG
32,17.89,HONG KONG
33,3.69,HONG KONG
34,6.22,HONG KONG
35,2.95,HONG KONG
36,0,HONG KONG
37,3.49,HONG KONG
38,41.19,HONG KONG
39,213.81,HONG KONG
40,18.43,HONG KONG
41,17.49,HONG KONG
42,14.02,HONG KONG
43,0.26,HONG KONG
44,6.16,HONG KONG
45,0.02,HONG KONG
46,0.02,HONG KONG
47,28.32,HONG KONG
48,96.56,HONG KONG
49,6.02,HONG KONG
50,0.4,HONG KONG
51,0.32,HONG KONG
52,8.11,HONG KONG
53,2.96,HONG KONG
54,13.37,HONG KONG
55,5.24,HONG KONG
56,6.12,HONG KONG
57,2.48,HONG KONG
58,61.52,HONG KONG
59,12.28,HONG KONG
60,26.62,HONG KONG
61,24.99,HONG KONG
62,24.08,HONG KONG
63,1.68,HONG KONG
64,42.23,HONG KONG
65,0.92,HONG KONG
66,0.16,HONG KONG
67,0.55,HONG KONG
68,3.9,HONG KONG
69,2.38,HONG KONG
70,8.16,HONG KONG
71,"5,930.47",HONG KONG
72,166,HONG KONG
73,71.94,HONG KONG
74,14.56,HONG KONG
75,10.24,HONG KONG
76,115.35,HONG KONG
78,3.79,HONG KONG
79,2.98,HONG KONG
80,0.65,HONG KONG
81,9.76,HONG KONG
82,9.41,HONG KONG
83,55.86,HONG KONG
84,"1,289.76",HONG KONG
85,"8,657.63",HONG KONG
86,9.37,HONG KONG
87,25.23,HONG KONG
88,1.77,HONG KONG
89,12.98,HONG KONG
90,239.25,HONG KONG
91,135.97,HONG KONG
92,1.18,HONG KONG
93,0.01,HONG KONG
94,51.17,HONG KONG
95,20.06,HONG KONG
96,48.71,HONG KONG
97,2.31,HONG KONG
98,2.65,HONG KONG
99,0.01,HONG KONG
7,0.01,HUNGARY
9,,HUNGARY
12,,HUNGARY
15,,HUNGARY
17,,HUNGARY
19,0.01,HUNGARY
20,,HUNGARY
21,0.55,HUNGARY
22,0.75,HUNGARY
23,0.47,HUNGARY
25,0.85,HUNGARY
27,0.13,HUNGARY
28,1.36,HUNGARY
29,65.1,HUNGARY
30,6.23,HUNGARY
31,,HUNGARY
32,0.53,HUNGARY
33,0.24,HUNGARY
34,0.22,HUNGARY
35,0.05,HUNGARY
38,1.35,HUNGARY
39,1.44,HUNGARY
40,4.3,HUNGARY
41,2.13,HUNGARY
42,,HUNGARY
43,0.42,HUNGARY
44,0,HUNGARY
48,5.07,HUNGARY
49,0.13,HUNGARY
52,0,HUNGARY
53,0.07,HUNGARY
54,0.25,HUNGARY
55,0.02,HUNGARY
56,0.01,HUNGARY
58,0.02,HUNGARY
59,0.22,HUNGARY
60,0,HUNGARY
61,0.08,HUNGARY
62,0.11,HUNGARY
63,0.89,HUNGARY
64,0.09,HUNGARY
65,,HUNGARY
68,0.46,HUNGARY
69,0.37,HUNGARY
70,0.36,HUNGARY
71,0,HUNGARY
72,0.22,HUNGARY
73,8.6,HUNGARY
74,0.62,HUNGARY
75,,HUNGARY
76,0.43,HUNGARY
78,0.05,HUNGARY
79,0.06,HUNGARY
81,0.01,HUNGARY
82,0.78,HUNGARY
83,0.43,HUNGARY
84,34.52,HUNGARY
85,64.8,HUNGARY
86,0.41,HUNGARY
87,10.29,HUNGARY
89,,HUNGARY
90,18.5,HUNGARY
91,,HUNGARY
94,2.26,HUNGARY
95,2.58,HUNGARY
96,0.03,HUNGARY
98,2.21,HUNGARY
99,0,HUNGARY
2,0,ICELAND
3,0.01,ICELAND
13,0,ICELAND
15,0.5,ICELAND
21,0,ICELAND
28,,ICELAND
29,,ICELAND
30,0,ICELAND
38,0.01,ICELAND
39,0,ICELAND
40,0.01,ICELAND
41,0.03,ICELAND
42,0,ICELAND
47,2.28,ICELAND
51,0,ICELAND
61,0,ICELAND
62,0,ICELAND
65,0,ICELAND
67,0,ICELAND
70,,ICELAND
71,0.01,ICELAND
72,5.49,ICELAND
73,0,ICELAND
79,,ICELAND
82,,ICELAND
84,0.14,ICELAND
85,0.06,ICELAND
87,0,ICELAND
88,0,ICELAND
90,,ICELAND
94,0.05,ICELAND
97,0.02,ICELAND
98,0.02,ICELAND
99,,ICELAND
1,0.01,INDONESIA
3,1.44,INDONESIA
5,0.42,INDONESIA
6,0.12,INDONESIA
7,,INDONESIA
8,43.47,INDONESIA
9,86.31,INDONESIA
10,0,INDONESIA
11,0.02,INDONESIA
12,25.86,INDONESIA
13,17.33,INDONESIA
14,4.37,INDONESIA
15,"3,440.97",INDONESIA
17,1.19,INDONESIA
18,67.46,INDONESIA
19,9.72,INDONESIA
20,0.64,INDONESIA
21,5.74,INDONESIA
22,0.07,INDONESIA
23,33.05,INDONESIA
24,2.1,INDONESIA
25,0.76,INDONESIA
26,407.97,INDONESIA
27,"7,283.42",INDONESIA
28,360.31,INDONESIA
29,219.83,INDONESIA
30,63.65,INDONESIA
31,26.61,INDONESIA
32,64.37,INDONESIA
33,44.91,INDONESIA
34,93.91,INDONESIA
35,0.43,INDONESIA
37,0.05,INDONESIA
38,476.68,INDONESIA
39,73.15,INDONESIA
40,402.45,INDONESIA
41,10.54,INDONESIA
42,2.04,INDONESIA
43,,INDONESIA
44,149,INDONESIA
46,0.08,INDONESIA
47,141.72,INDONESIA
48,187.17,INDONESIA
49,0.64,INDONESIA
50,0.06,INDONESIA
51,,INDONESIA
52,3.15,INDONESIA
53,,INDONESIA
54,40.86,INDONESIA
55,138.52,INDONESIA
56,15.32,INDONESIA
57,3.41,INDONESIA
58,2.51,INDONESIA
59,21.11,INDONESIA
60,0.54,INDONESIA
61,4.89,INDONESIA
62,4.87,INDONESIA
63,0.24,INDONESIA
64,24.65,INDONESIA
65,0.44,INDONESIA
66,0.04,INDONESIA
67,0.21,INDONESIA
68,1.79,INDONESIA
69,15.44,INDONESIA
70,21.66,INDONESIA
71,10.19,INDONESIA
72,456.78,INDONESIA
73,43.4,INDONESIA
74,149.95,INDONESIA
75,,INDONESIA
76,39.65,INDONESIA
78,0.21,INDONESIA
79,6.15,INDONESIA
80,119.92,INDONESIA
81,0.3,INDONESIA
82,2.69,INDONESIA
83,2.51,INDONESIA
84,166.94,INDONESIA
85,253.9,INDONESIA
86,1.41,INDONESIA
87,123.68,INDONESIA
88,0,INDONESIA
89,335.85,INDONESIA
90,26.74,INDONESIA
91,0.01,INDONESIA
92,5.2,INDONESIA
94,18.94,INDONESIA
95,2.53,INDONESIA
96,32.47,INDONESIA
97,0.07,INDONESIA
98,0.35,INDONESIA
99,0.03,INDONESIA
3,0.03,IRAN
6,0.36,IRAN
7,0.05,IRAN
8,70.35,IRAN
9,3.9,IRAN
11,0.51,IRAN
12,0.68,IRAN
13,0.64,IRAN
14,0.01,IRAN
17,0.01,IRAN
18,0.11,IRAN
19,,IRAN
20,0.06,IRAN
22,0,IRAN
25,36.5,IRAN
26,3.51,IRAN
27,"12,369.07",IRAN
28,196.13,IRAN
29,528.07,IRAN
30,0.79,IRAN
31,224.87,IRAN
32,0.2,IRAN
33,,IRAN
34,0.59,IRAN
35,,IRAN
38,21.2,IRAN
39,21.82,IRAN
40,1.3,IRAN
41,4.99,IRAN
44,0,IRAN
47,0.02,IRAN
48,0,IRAN
49,0.03,IRAN
50,0.5,IRAN
51,0.64,IRAN
52,0.03,IRAN
54,0.04,IRAN
55,0.04,IRAN
57,0.39,IRAN
58,0,IRAN
59,0.07,IRAN
61,0,IRAN
62,0.01,IRAN
63,,IRAN
64,0.02,IRAN
68,0,IRAN
69,0,IRAN
70,6.93,IRAN
71,,IRAN
72,15.63,IRAN
73,0.07,IRAN
74,0.17,IRAN
76,0,IRAN
78,0.09,IRAN
79,0.16,IRAN
81,,IRAN
82,0.02,IRAN
84,1.63,IRAN
85,0.53,IRAN
86,0,IRAN
87,0.04,IRAN
90,0.25,IRAN
91,,IRAN
92,0,IRAN
94,0.01,IRAN
95,,IRAN
96,,IRAN
98,0.01,IRAN
99,12.55,IRAN
1,0,IRAQ
7,,IRAQ
8,67.97,IRAQ
10,,IRAQ
25,0.01,IRAQ
27,"22,300.67",IRAQ
29,,IRAQ
30,0.16,IRAQ
32,0.01,IRAQ
35,,IRAQ
38,0.05,IRAQ
39,0,IRAQ
40,0,IRAQ
41,1.86,IRAQ
47,0.45,IRAQ
51,0.35,IRAQ
73,0.01,IRAQ
76,0.07,IRAQ
84,0.14,IRAQ
85,0,IRAQ
87,0.05,IRAQ
89,0.28,IRAQ
90,0.35,IRAQ
99,0.03,IRAQ
1,,IRELAND
4,0.21,IRELAND
11,0.01,IRELAND
12,,IRELAND
13,0,IRELAND
17,,IRELAND
18,0.43,IRELAND
19,0.04,IRELAND
21,0.99,IRELAND
22,1.21,IRELAND
23,2.95,IRELAND
24,0.07,IRELAND
